userID,songID,rating,songName,year,artist,genre
853,54,1.9898357428285987,You're The One,1990,Dwight Yoakam,Country
608,34,1,Nah!,2002,Shania Twain,Country
9,54,3.969507228485812,You're The One,1990,Dwight Yoakam,Country
1862,54,2.279344138542698,You're The One,1990,Dwight Yoakam,Country
329,80,1.494917871414299,Tim McGraw,2006,Taylor Swift,Country
1121,54,1,You're The One,1990,Dwight Yoakam,Country
1986,34,1,Nah!,2002,Shania Twain,Country
1489,34,1.7844262671283984,Nah!,2002,Shania Twain,Country
2311,80,1,Tim McGraw,2006,Taylor Swift,Country
2282,54,2.484753614242898,You're The One,1990,Dwight Yoakam,Country
605,80,1,Tim McGraw,2006,Taylor Swift,Country
766,54,2.8314137485993314,You're The One,1990,Dwight Yoakam,Country
503,80,1.494917871414299,Tim McGraw,2006,Taylor Swift,Country
1627,54,1,You're The One,1990,Dwight Yoakam,Country
1212,80,1,Tim McGraw,2006,Taylor Swift,Country
1104,80,1.7844262671283984,Tim McGraw,2006,Taylor Swift,Country
536,80,1,Tim McGraw,2006,Taylor Swift,Country
706,54,3.1389994531273175,You're The One,1990,Dwight Yoakam,Country
1784,80,1.494917871414299,Tim McGraw,2006,Taylor Swift,Country
2360,54,1,You're The One,1990,Dwight Yoakam,Country
1486,54,1,You're The One,1990,Dwight Yoakam,Country
1655,54,2.149163710298719,You're The One,1990,Dwight Yoakam,Country
1275,80,1,Tim McGraw,2006,Taylor Swift,Country
613,157,1,Big Green Tractor,2009,Jason Aldean,Country
2016,54,1,You're The One,1990,Dwight Yoakam,Country
592,34,1.494917871414299,Nah!,2002,Shania Twain,Country
2367,80,1,Tim McGraw,2006,Taylor Swift,Country
1970,80,1,Tim McGraw,2006,Taylor Swift,Country
1486,80,1,Tim McGraw,2006,Taylor Swift,Country
1144,54,2.7742620099569963,You're The One,1990,Dwight Yoakam,Country
1934,157,1,Big Green Tractor,2009,Jason Aldean,Country
2163,54,1,You're The One,1990,Dwight Yoakam,Country
1682,80,1,Tim McGraw,2006,Taylor Swift,Country
905,80,1,Tim McGraw,2006,Taylor Swift,Country
1679,80,1.7844262671283984,Tim McGraw,2006,Taylor Swift,Country
1897,721,1,Milk,2004,Kings Of Leon,Country
1516,34,1.9898357428285987,Nah!,2002,Shania Twain,Country
2238,34,1,Nah!,2002,Shania Twain,Country
2181,54,3.0637704056711126,You're The One,1990,Dwight Yoakam,Country
2364,54,3.4043016134796735,You're The One,1990,Dwight Yoakam,Country
1031,80,1.9898357428285987,Tim McGraw,2006,Taylor Swift,Country
1675,54,1.494917871414299,You're The One,1990,Dwight Yoakam,Country
196,80,1.7844262671283984,Tim McGraw,2006,Taylor Swift,Country
1294,54,3.353278801385212,You're The One,1990,Dwight Yoakam,Country
1515,80,1,Tim McGraw,2006,Taylor Swift,Country
802,721,1.494917871414299,Milk,2004,Kings Of Leon,Country
1780,157,1,Big Green Tractor,2009,Jason Aldean,Country
26,54,3.4043016134796735,You're The One,1990,Dwight Yoakam,Country
2373,80,1,Tim McGraw,2006,Taylor Swift,Country
1853,80,1,Tim McGraw,2006,Taylor Swift,Country
1881,54,3.0229584088766637,You're The One,1990,Dwight Yoakam,Country
1104,157,1,Big Green Tractor,2009,Jason Aldean,Country
188,80,2.484753614242898,Tim McGraw,2006,Taylor Swift,Country
1315,34,1,Nah!,2002,Shania Twain,Country
123,34,1.494917871414299,Nah!,2002,Shania Twain,Country
682,54,1,You're The One,1990,Dwight Yoakam,Country
448,80,2.279344138542698,Tim McGraw,2006,Taylor Swift,Country
1180,157,1,Big Green Tractor,2009,Jason Aldean,Country
1758,131,1,She's Good For You,2005,Deana Carter,Country
1081,80,1,Tim McGraw,2006,Taylor Swift,Country
486,54,2.7121345329993094,You're The One,1990,Dwight Yoakam,Country
1173,721,1,Milk,2004,Kings Of Leon,Country
809,54,1,You're The One,1990,Dwight Yoakam,Country
1560,54,2.149163710298719,You're The One,1990,Dwight Yoakam,Country
2212,131,1,She's Good For You,2005,Deana Carter,Country
1530,131,2.149163710298719,She's Good For You,2005,Deana Carter,Country
290,54,1,You're The One,1990,Dwight Yoakam,Country
1514,80,1,Tim McGraw,2006,Taylor Swift,Country
866,34,1,Nah!,2002,Shania Twain,Country
736,80,1,Tim McGraw,2006,Taylor Swift,Country
